time,sfe,ssip,rfip,type
"05/10/2022, 23:20:28",82,10,1.0,0
"05/10/2022, 23:20:31",84,10,1.0,0
"05/10/2022, 23:20:34",84,10,1.0,0
"05/10/2022, 23:20:37",4,0,1.0,0
"05/10/2022, 23:20:40",90,10,1.0,0
"05/10/2022, 23:20:43",90,10,1.0,0
"05/10/2022, 23:20:46",90,10,1.0,0
"05/10/2022, 23:20:49",0,0,1.0,0
"05/10/2022, 23:20:52",90,10,1.0,0
"05/10/2022, 23:20:55",90,10,1.0,0
"05/10/2022, 23:20:58",0,0,1.0,0
"05/10/2022, 23:21:01",90,10,1.0,0
"05/10/2022, 23:21:04",0,0,1.0,0
"05/10/2022, 23:21:07",90,10,1.0,0
"05/10/2022, 23:21:10",90,10,1.0,0
"05/10/2022, 23:21:13",90,10,1.0,0
"05/10/2022, 23:21:16",90,10,1.0,0
"05/10/2022, 23:21:19",90,10,1.0,0
"05/10/2022, 23:21:22",90,10,1.0,0
"05/10/2022, 23:21:25",90,10,1.0,0
"05/10/2022, 23:21:28",90,10,1.0,0
"05/10/2022, 23:21:31",90,10,1.0,0
"05/10/2022, 23:21:34",90,10,1.0,0
"05/10/2022, 23:21:37",90,10,1.0,0
"05/10/2022, 23:21:40",0,0,1.0,0
"05/10/2022, 23:21:43",90,10,1.0,0
"05/10/2022, 23:21:46",90,10,1.0,0
"05/10/2022, 23:21:49",90,10,1.0,0
"05/10/2022, 23:21:52",90,10,1.0,0
"05/10/2022, 23:21:55",0,0,1.0,0
"05/10/2022, 23:21:58",90,10,1.0,0
"05/10/2022, 23:22:01",90,10,1.0,0
"05/10/2022, 23:22:04",90,10,1.0,0
"05/10/2022, 23:22:07",90,10,1.0,0
"05/10/2022, 23:22:10",90,10,1.0,0
"05/10/2022, 23:22:13",90,10,1.0,0
"05/10/2022, 23:22:16",90,10,1.0,0
"05/10/2022, 23:22:19",90,10,1.0,0
"05/10/2022, 23:22:22",90,10,1.0,0
"05/10/2022, 23:22:26",90,10,1.0,0
"05/10/2022, 23:22:29",90,10,1.0,0
"05/10/2022, 23:22:31",90,10,1.0,0
"05/10/2022, 23:22:35",90,10,1.0,0
"05/10/2022, 23:22:38",90,10,1.0,0
"05/10/2022, 23:22:41",90,10,1.0,0
"05/10/2022, 23:22:44",0,0,1.0,0
"05/10/2022, 23:22:47",90,10,1.0,0
"05/10/2022, 23:22:50",90,10,1.0,0
"05/10/2022, 23:22:53",90,10,1.0,0
"05/10/2022, 23:22:56",0,0,1.0,0
"05/10/2022, 23:22:59",90,10,1.0,0
"05/10/2022, 23:23:02",90,10,1.0,0
"05/10/2022, 23:23:05",90,10,1.0,0
"05/10/2022, 23:23:08",90,10,1.0,0
"05/10/2022, 23:23:11",0,0,1.0,0
"05/10/2022, 23:23:14",90,10,1.0,0
"05/10/2022, 23:23:17",90,10,1.0,0
"05/10/2022, 23:23:20",90,10,1.0,0
"05/10/2022, 23:23:23",90,10,1.0,0
"05/10/2022, 23:23:26",0,0,1.0,0
"05/10/2022, 23:23:29",90,10,1.0,0
"05/10/2022, 23:23:32",0,0,1.0,0
"05/10/2022, 23:23:35",90,10,1.0,0
time,sfe,ssip,rfip,type
"05/10/2022, 23:27:55",0,0,1.0,1
"05/10/2022, 23:27:58",88,88,0.0,1
"05/10/2022, 23:28:01",39,39,0.0,1
"05/10/2022, 23:28:04",187,187,0.0,1
"05/10/2022, 23:28:07",246,246,0.0,1
"05/10/2022, 23:28:10",306,306,0.0,1
"05/10/2022, 23:28:13",366,366,0.0,1
"05/10/2022, 23:28:16",425,425,0.0,1
"05/10/2022, 23:28:19",485,485,0.0,1
"05/10/2022, 23:28:22",545,545,0.0,1
"05/10/2022, 23:28:25",597,597,0.0,1
"05/10/2022, 23:28:28",829,829,0.0024125452352231603,1
"05/10/2022, 23:28:31",1126,1126,0.0017761989342806395,1
"05/10/2022, 23:28:34",1422,1422,0.0014064697609001407,1
"05/10/2022, 23:28:37",1609,1609,0.001243008079552517,1
"05/10/2022, 23:28:40",1807,1807,0.0011068068622025456,1
"05/10/2022, 23:28:43",2005,2005,0.000997506234413965,1
"05/10/2022, 23:28:46",2202,2202,0.0009082652134423251,1
"05/10/2022, 23:28:49",2400,2400,0.0008333333333333334,1
"05/10/2022, 23:28:52",198,198,0.0007698229407236335,1
"05/10/2022, 23:28:55",2694,2694,0.0007423904974016332,1
"05/10/2022, 23:28:58",2842,2842,0.0007037297677691766,1
"05/10/2022, 23:29:01",2991,2991,0.0006686726847208291,1
"05/10/2022, 23:29:04",110,110,0.0006449532408900354,1
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
"05/10/2022, 23:53:25",7,4,1.0,0
"05/10/2022, 23:53:28",4,2,1.0,0
"05/10/2022, 23:53:31",6,3,1.0,0
"05/10/2022, 23:53:34",2,0,1.0,0
"05/10/2022, 23:53:37",4,1,1.0,0
"05/10/2022, 23:53:40",4,0,1.0,0
"05/10/2022, 23:53:43",6,0,1.0,0
"05/10/2022, 23:53:46",2,0,1.0,0
"05/10/2022, 23:53:49",8,0,1.0,0
"05/10/2022, 23:53:52",8,0,1.0,0
"05/10/2022, 23:53:55",2,0,1.0,0
"05/10/2022, 23:53:58",0,0,1.0,0
"05/10/2022, 23:54:01",4,0,1.0,0
"05/10/2022, 23:54:04",4,0,1.0,0
"05/10/2022, 23:54:07",2,0,1.0,0
"05/10/2022, 23:54:10",0,0,1.0,0
"05/10/2022, 23:54:13",6,0,1.0,0
"05/10/2022, 23:54:16",2,0,1.0,0
"05/10/2022, 23:54:19",6,0,1.0,0
"05/10/2022, 23:54:22",2,0,1.0,0
"05/10/2022, 23:54:25",0,0,1.0,0
"05/10/2022, 23:54:28",2,0,1.0,0
"05/10/2022, 23:54:31",2,0,1.0,0
"05/10/2022, 23:54:34",2,0,1.0,0
"05/10/2022, 23:54:37",0,0,1.0,0
"05/10/2022, 23:54:40",0,0,1.0,0
"05/10/2022, 23:54:43",2,0,1.0,0
"05/10/2022, 23:54:46",0,0,1.0,0
"05/10/2022, 23:54:49",0,0,1.0,0
"05/10/2022, 23:54:52",2,0,1.0,0
"05/10/2022, 23:54:55",0,0,1.0,0
"05/10/2022, 23:54:58",0,0,1.0,0
"05/10/2022, 23:55:01",0,0,1.0,0
"05/10/2022, 23:55:04",0,0,1.0,0
"05/10/2022, 23:55:07",0,0,1.0,0
"05/10/2022, 23:55:10",2,0,1.0,0
"05/10/2022, 23:55:13",0,0,1.0,0
"05/10/2022, 23:55:16",0,0,1.0,0
"05/10/2022, 23:55:19",0,0,1.0,0
"05/10/2022, 23:55:22",0,0,1.0,0
"05/10/2022, 23:55:25",0,0,1.0,0
"05/10/2022, 23:55:28",0,0,1.0,0
"05/10/2022, 23:55:31",0,0,1.0,0
"05/10/2022, 23:55:34",0,0,1.0,0
"05/10/2022, 23:55:37",0,0,1.0,0
"05/10/2022, 23:55:40",0,0,1.0,0
"05/10/2022, 23:55:43",0,0,1.0,0
"05/10/2022, 23:55:46",0,0,1.0,0
"05/10/2022, 23:55:49",0,0,1.0,0
"05/10/2022, 23:55:52",0,0,1.0,0
"05/10/2022, 23:55:55",0,0,1.0,0
"05/10/2022, 23:55:58",0,0,1.0,0
"05/10/2022, 23:56:01",0,0,1.0,0
"05/10/2022, 23:56:04",0,0,1.0,0
"05/10/2022, 23:56:07",0,0,1.0,0
"05/10/2022, 23:56:10",0,0,1.0,0
"05/10/2022, 23:56:13",0,0,1.0,0
"05/10/2022, 23:56:16",0,0,1.0,0
"05/10/2022, 23:56:19",0,0,1.0,0
"05/10/2022, 23:56:22",0,0,1.0,0
"05/10/2022, 23:56:25",0,0,1.0,0
"05/10/2022, 23:56:28",0,0,1.0,0
"05/10/2022, 23:56:31",0,0,1.0,0
"05/10/2022, 23:56:34",0,0,1.0,0
"05/10/2022, 23:56:37",0,0,1.0,0
"05/10/2022, 23:56:40",0,0,1.0,0
"05/10/2022, 23:56:43",0,0,1.0,0
"05/10/2022, 23:56:46",0,0,1.0,0
"05/10/2022, 23:56:49",0,0,1.0,0
"05/10/2022, 23:56:52",0,0,1.0,0
"05/10/2022, 23:56:55",0,0,1.0,0
"05/10/2022, 23:56:58",0,0,1.0,0
"05/10/2022, 23:57:01",0,0,1.0,0
"05/10/2022, 23:57:04",0,0,1.0,0
"05/10/2022, 23:57:07",0,0,1.0,0
"05/10/2022, 23:57:10",0,0,1.0,0
"05/10/2022, 23:57:13",0,0,1.0,0
"05/10/2022, 23:57:16",0,0,1.0,0
"05/10/2022, 23:57:19",0,0,1.0,0
"05/10/2022, 23:57:22",0,0,1.0,0
"05/10/2022, 23:57:25",0,0,1.0,0
"05/10/2022, 23:57:28",0,0,1.0,0
"05/10/2022, 23:57:31",0,0,1.0,0
"05/10/2022, 23:57:34",0,0,1.0,0
"05/10/2022, 23:57:37",0,0,1.0,0
"05/10/2022, 23:57:40",0,0,1.0,0
"05/10/2022, 23:57:43",0,0,1.0,0
"05/10/2022, 23:57:46",0,0,1.0,0
"05/10/2022, 23:57:49",0,0,1.0,0
"05/10/2022, 23:57:52",0,0,1.0,0
"05/10/2022, 23:57:55",0,0,1.0,0
"05/10/2022, 23:57:58",90,10,1.0,0
"05/10/2022, 23:58:01",90,10,1.0,0
"05/10/2022, 23:58:04",90,10,1.0,0
"05/10/2022, 23:58:07",90,10,1.0,0
"05/10/2022, 23:58:10",90,10,1.0,0
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
"05/16/2022, 12:05:56",7,4,1.0,0
"05/16/2022, 12:05:59",10,5,1.0,0
"05/16/2022, 12:06:02",20,7,1.0,0
"05/16/2022, 12:06:05",20,7,1.0,0
"05/16/2022, 12:06:08",22,7,1.0,0
"05/16/2022, 12:06:11",32,9,1.0,0
"05/16/2022, 12:06:14",34,10,1.0,0
"05/16/2022, 12:06:17",36,10,1.0,0
"05/16/2022, 12:06:20",42,10,1.0,0
"05/16/2022, 12:06:23",42,10,1.0,0
"05/16/2022, 12:06:26",54,10,1.0,0
"05/16/2022, 12:06:29",56,10,1.0,0
"05/16/2022, 12:06:32",58,10,1.0,0
"05/16/2022, 12:06:35",66,10,1.0,0
"05/16/2022, 12:06:38",66,10,1.0,0
"05/16/2022, 12:06:41",68,10,1.0,0
"05/16/2022, 12:06:44",68,10,1.0,0
"05/16/2022, 12:06:47",68,10,1.0,0
"05/16/2022, 12:06:50",74,10,1.0,0
"05/16/2022, 12:06:53",76,10,1.0,0
"05/16/2022, 12:06:56",76,10,1.0,0
"05/16/2022, 12:06:59",78,10,1.0,0
"05/16/2022, 12:07:02",78,10,1.0,0
"05/16/2022, 12:07:05",80,10,1.0,0
"05/16/2022, 12:07:08",82,10,1.0,0
"05/16/2022, 12:07:11",82,10,1.0,0
"05/16/2022, 12:07:14",84,10,1.0,0
"05/16/2022, 12:07:17",86,10,1.0,0
"05/16/2022, 12:07:20",86,10,1.0,0
"05/16/2022, 12:07:23",88,10,1.0,0
"05/16/2022, 12:07:26",90,10,1.0,0
"05/16/2022, 12:07:29",90,10,1.0,0
"05/16/2022, 12:07:32",90,10,1.0,0
"05/16/2022, 12:07:35",90,10,1.0,0
"05/16/2022, 12:07:38",90,10,1.0,0
"05/16/2022, 12:07:41",90,10,1.0,0
"05/16/2022, 12:07:44",90,10,1.0,0
"05/16/2022, 12:07:47",90,10,1.0,0
"05/16/2022, 12:07:50",90,10,1.0,0
"05/16/2022, 12:07:53",90,10,1.0,0
"05/16/2022, 12:07:56",90,10,1.0,0
"05/16/2022, 12:07:59",90,10,1.0,0
"05/16/2022, 12:08:02",90,10,1.0,0
"05/16/2022, 12:08:05",90,10,1.0,0
"05/16/2022, 12:08:08",90,10,1.0,0
"05/16/2022, 12:08:11",90,10,1.0,0
"05/16/2022, 12:08:14",90,10,1.0,0
"05/16/2022, 12:08:17",90,10,1.0,0
"05/16/2022, 12:08:20",90,10,1.0,0
"05/16/2022, 12:08:23",90,10,1.0,0
"05/16/2022, 12:08:26",90,10,1.0,0
"05/16/2022, 12:08:29",90,10,1.0,0
"05/16/2022, 12:08:32",90,10,1.0,0
"05/16/2022, 12:08:35",90,10,1.0,0
"05/16/2022, 12:08:38",90,10,1.0,0
"05/16/2022, 12:08:41",90,10,1.0,0
"05/16/2022, 12:08:44",90,10,1.0,0
"05/16/2022, 12:08:49",90,10,1.0,0
"05/16/2022, 12:08:52",90,10,1.0,0
"05/16/2022, 12:08:55",90,10,1.0,0
"05/16/2022, 12:08:58",90,10,1.0,0
"05/16/2022, 12:09:01",90,10,1.0,0
"05/16/2022, 12:09:04",0,0,1.0,0
"05/16/2022, 12:09:07",90,10,1.0,0
"05/16/2022, 12:09:10",90,10,1.0,0
"05/16/2022, 12:09:13",90,10,1.0,0
"05/16/2022, 12:09:16",90,10,1.0,0
"05/16/2022, 12:09:19",90,10,1.0,0
"05/16/2022, 12:09:22",90,10,1.0,0
"05/16/2022, 12:09:25",90,10,1.0,0
"05/16/2022, 12:09:28",90,10,1.0,0
"05/16/2022, 12:09:31",90,10,1.0,0
"05/16/2022, 12:09:34",90,10,1.0,0
"05/16/2022, 12:09:37",90,10,1.0,0
"05/16/2022, 12:09:40",90,10,1.0,0
"05/16/2022, 12:09:43",0,0,1.0,0
"05/16/2022, 12:09:46",90,10,1.0,0
"05/16/2022, 12:09:49",90,10,1.0,0
"05/16/2022, 12:09:52",90,10,1.0,0
"05/16/2022, 12:09:55",90,10,1.0,0
"05/16/2022, 12:09:58",90,10,1.0,0
"05/16/2022, 12:10:01",90,10,1.0,0
"05/16/2022, 12:10:04",90,10,1.0,0
"05/16/2022, 12:10:07",90,10,1.0,0
"05/16/2022, 12:10:10",90,10,1.0,0
"05/16/2022, 12:10:13",90,10,1.0,0
"05/16/2022, 12:10:16",90,10,1.0,0
"05/16/2022, 12:10:19",90,10,1.0,0
"05/16/2022, 12:10:22",90,10,1.0,0
"05/16/2022, 12:10:25",90,10,1.0,0
"05/16/2022, 12:10:28",90,10,1.0,0
"05/16/2022, 12:10:31",90,10,1.0,0
"05/16/2022, 12:10:34",90,10,1.0,0
"05/16/2022, 12:10:37",90,10,1.0,0
"05/16/2022, 12:10:40",90,10,1.0,0
"05/16/2022, 12:10:43",90,10,1.0,0
"05/16/2022, 12:10:46",90,10,1.0,0
"05/16/2022, 12:10:49",90,10,1.0,0
"05/16/2022, 12:10:52",90,10,1.0,0
"05/16/2022, 12:10:55",90,10,1.0,0
"05/16/2022, 12:10:58",90,10,1.0,0
"05/16/2022, 12:11:01",90,10,1.0,0
"05/16/2022, 12:11:04",90,10,1.0,0
"05/16/2022, 12:11:07",90,10,1.0,0
"05/16/2022, 12:11:10",90,10,1.0,0
"05/16/2022, 12:11:13",90,10,1.0,0
"05/16/2022, 12:11:16",90,10,1.0,0
"05/16/2022, 12:11:19",90,10,1.0,0
